fid	X2000	Y2000	v_m	ALD_m	Exx	Eyy	Yxy
1491	5570094	5716107,3	-5,6	-28,3	0,04907	0,09654	-0,04426
1492	5567876,5	5715474,2	12,6	3,7	-0,00104	-0,01952	0,02609
1493	5569005,8	5719862,6	-25,7	47,8	0,02467	0,05125	-0,03696
1494	5573645,9	5720417,4	14,9	18,4	-0,00235	-0,05064	0,01377
1495	5573787,1	5715782	2,3	1,2	0,01636	-0,0884	-0,00951
1496	5568621,6	5716635,6	-4,7	-3,2	-0,00781	0,00543	0,01191
1497	5574130	5716312,7	28,1	24,1	0,0045	0,11567	0,02001
1498	5568909,2	5715299,7	-48,5	21,5	-0,04871	0,04263	0,18445
1499	5570970,8	5718785,1	-11,7	17,3	0,03322	-0,0632	-0,02078
1500	5568438,7	5716554,8	5,7	6,1	0,00415	0,00322	0,02369
1501	5571395,8	5716486,5	-40,1	35,8	-0,03063	-0,0099	0,05138
1502	5571949	5715227,5	-17,6	23,1	-0,01881	-0,08987	-0,00492
1503	5566555,6	5715270,2	4,4	-14,3	-0,00482	-0,03168	-0,04667
1504	5572331	5714745	-2,3	1,5	0,00901	0,10246	0,00246
1505	5571877,9	5715079	-10,9	12,7	-0,01399	0,04105	0,01569
1506	5573274,5	5716176,3	-6,1	-2,3	0,02006	-0,01803	-0,04878
1507	5572295,1	5716991,8	1,2	-10,1	0,05541	-0,0194	0,05355
1508	5573213,7	5719839,4	0,1	21,9	-0,03173	0,00378	0,05402
1509	5569703,4	5717961,3	-15,1	-0,4	0,07763	-0,01498	-0,03837
1510	5568019,6	5716294	3,1	5,1	-0,02463	0,06093	-0,03029
1511	5570305,4	5720143,4	-2,6	-20	0,03024	-0,02204	0,02541
1512	5569126,7	5716152	-39,3	28,3	-0,18147	0,21236	-0,09651
1513	5570247,4	5718324	3,9	6,5	0,0248	0,07303	-0,01801
1514	5569745,2	5715328,3	-31,3	-49	0,13531	-0,03192	-0,05163
1515	5569755,7	5718416,8	-16,7	-18,8	0,02345	0,03506	0,05668
1516	5566525,6	5718717,4	4,8	8	0,03275	-0,0545	-0,00651
1517	5569760,4	5719569,5	-127,7	-71	-0,01424	-0,24723	0,00247
1518	5567538,8	5716564,8	-1,5	-3	-0,01507	-0,05842	-0,07097
1519	5570511,2	5714910,8	26,4	29,1	-0,00034	-0,01086	-0,04426
1520	5567394,2	5718924,3	3,3	10,5	0,01187	-0,02525	-0,05853
1521	5567859,4	5719397,6	5	13,2	0,02199	0,00991	0,02585
1522	5571426,8	5715286,1	13,1	20,4	0,02822	0,01039	0,03229
1523	5570366,1	5715599,8	-3,9	-9,9	0,05104	-0,05494	0,04236
1525	5570715,8	5720089,3	5,3	14,6	0,00825	-0,03471	0,02954
1526	5567566,5	5719944	16	28,2	0,03363	0,02838	-0,01345
1527	5571278	5719032,6	2,4	47,4	0,03925	0,11488	0,05332
1528	5568824,1	5714982,1	-13	21,6	-0,03696	-0,01834	0,0076
1529	5574090,6	5718993	27,1	26,1	-0,00878	0,04481	0,03389
1530	5566910,7	5715926,2	-0,8	-3,6	0,02526	-0,05279	-0,00474
1531	5567674	5716434,4	1	4,4	0,04184	-0,09847	0,00877
1532	5571100,2	5718779,3	-29,4	37,4	0,07747	-0,11888	-0,09113
1533	5568457	5718927,5	-27,7	11,2	-0,02544	0,0014	-0,00518
1534	5571764,2	5719225,6	-20	40,4	-0,08264	0,06962	-0,0884
1535	5573743,7	5714931,1	-8	14,5	-0,02436	0,01562	-0,05978
1536	5574467,7	5717064,9	30,3	6,5	0,05246	0,02132	0,00383
1537	5572706,8	5717041,2	2,3	6,7	0,04893	-0,02824	0,00111
1538	5573713,8	5715595,6	-8,2	18,4	0,02441	0,0075	0,00934
1539	5574316,3	5719037,7	7,6	18,4	-0,0105	0,01357	-0,00196
1540	5570624,7	5715260,9	11,3	7	0,01047	-0,01946	-0,01126
1541	5570504,9	5717708,8	25,1	44,4	-0,00334	0,01833	0,01976
1542	5573635,5	5714714,8	-13,8	11	-0,02489	0,02008	-0,00553
1543	5571261,8	5717121,1	-7	56,6	0,03199	0,01183	-0,0238
1544	5570473,7	5719969,8	-5,4	-14,8	0,04999	-0,00537	0,02589
1545	5569936	5716401	-6,9	-42,2	0,04011	-0,12949	-0,00176
1546	5568435,3	5716612,3	8,5	18	0,00834	0,0607	0,02967
1547	5572551,5	5720471,4	-3,7	-2,7	0,02873	0,00132	-0,03124
1548	5569421,5	5716137,5	-50,7	-40,3	-0,06576	0,12455	1,53E-01
1549	5568873,4	5719261	-30,8	25,3	0,00293	-0,00109	0,07874
1550	5573314,7	5717515	12,1	3,4	0,07004	-0,05721	-0,04713
1551	5568470,4	5720083,3	-23	-22,2	0,03539	0,0303	-0,04203
1552	5570440,5	5715111,5	2,4	-28	0,03813	-0,0266	0,05298
1553	5570361,9	5715973,7	5,9	-17,3	0,03195	0,06001	0,0317
1554	5574390,3	5719144,5	-3,9	11,9	-0,01572	-0,02203	-0,00756
1555	5572785	5716736,7	0,5	9	0,03584	-0,02646	0,0151
1556	5567983,5	5717559,3	-219,7	-10,5	-0,3736	-0,10847	-0,05089
1557	5572230,8	5715333,2	-42,7	-7,3	-0,05976	-0,16779	-0,0197
1558	5568511,8	5716911,7	-8,1	-31,1	0,00647	-0,00728	-0,08677
1559	5567966,6	5717005,1	-34,7	-9,5	-0,06066	0,08673	-0,01104
1560	5572294,4	5717996,7	-57,3	3,2	-0,09304	0,24202	-0,12289
1561	5571731	5716697,9	-104,2	6	-0,1919	-0,18758	0,00939
1562	5566390,3	5716063,6	7,2	-2,8	0,01983	0,01024	0,05445
1563	5574580,8	5718754,4	5,1	10,2	0,00592	0,05155	0,04756
1564	5573391,7	5720063,9	-15,6	9	0,00249	-0,01017	-0,00893
1565	5573910,5	5718020,9	31,3	18,9	-0,02578	-0,00845	0,00514
1566	5571544,7	5719255,2	5,3	47,1	0,02844	-0,004	-0,00036
1567	5572587,5	5717261,5	-12,4	-35	0,03018	0,01178	0,00019
1568	5574041,4	5719387,2	-9,3	5,9	-0,00608	-0,10786	0,00441
1569	5567929,2	5716159,3	-2,9	-6,5	-0,01134	-0,03239	0,00761
1570	5568190,1	5720304,7	16,5	14,7	0,00496	0,01456	-0,01313
1572	5572722,8	5714728,8	-4,5	19,8	0,01973	0,06077	-0,02947
1573	5573816,5	5716633	25,1	43,1	0,01513	-0,01811	0,01136
1574	5572096,9	5718575,8	-202,9	-4,5	-0,39228	-0,26522	-0,17581
1575	5569315,6	5719019,2	-88	-16,6	-0,11153	0,10142	0,11852
1576	5568204,2	5717202,1	-54,4	-55,3	-0,08255	0,31008	-0,12832
1578	5568428,3	5718564,2	-54,3	-48,8	0,03991	0,18038	0,13016
1579	5567419,9	5718436,3	1	32,6	0,07006	0,0448	0,00013
1580	5567611,2	5715230	-26,7	1,3	-0,0321	-0,06697	-0,00337
1581	5566981,8	5717003,1	-14,6	-8,8	-0,05435	-0,05633	-0,03237
1583	5572318,3	5718669,8	-145,2	-57,4	-0,17571	-0,08756	-0,04759
1584	5566967	5716008,8	-5,8	12,2	0,01692	-0,02462	0,00901
1585	5573319,3	5716148,1	10	16,6	0,02353	-0,02083	-0,057
1586	5569572,3	5715431,6	-71,6	-81,1	0,06364	-0,0665	-0,13889
1587	5568672,2	5720089,4	-5,1	-7,1	0,02024	0,07556	0,0201
1588	5572555,7	5716669,6	-28,3	7,6	0,05928	-7,43E-02	-0,05448
1589	5569047,5	5715491,5	-126,7	4,3	-0,16689	-0,18986	0,12275
1590	5574679,9	5716313,7	9,4	32,2	-0,00806	0,00981	-0,003
1591	5572514,3	5717738,4	-3	-4,3	-0,01701	0,06434	-0,04532
1592	5573158,3	5720344,9	1,7	11,5	0,02229	0,02951	0,02403
1593	5572586,7	5717897,8	-29,9	-31,9	-0,01068	0,06293	-0,10429
1594	5570787,9	5714852,5	-13	-1,8	0,01421	-0,02612	-0,00014
1595	5568959,9	5719408,2	-47	52,5	-0,02182	-0,04224	0,07709
1596	5567025,3	5720365,5	-4,9	0,6	-0,03212	0,03474	-0,06022
1597	5574417,6	5718696,2	5,8	25,6	-0,02951	0,05664	0,01945
1598	5570165,8	5719179,3	-36,5	-34,1	0,08681	0,03387	-0,07615
1599	5570466,4	5718473,5	10,6	15,7	0,03978	0,06375	-0,02165
1600	5567530,1	5715869,4	12,9	13,6	0,01074	0,01398	-0,01216
1601	5569461,6	5719021,2	-115,8	-38,5	-0,13968	0,09004	-0,11646
1602	5568575,4	5718699,7	-10,2	16,8	0,02041	0,074	0,08546
1603	5571455,7	5715815,6	-17,3	18,1	0,02551	0,11432	0,02913
1604	5573140,1	5715099,2	29,1	13,1	-0,01665	-0,05569	0,01135
1605	5568853,8	5717375,1	-1,9	-37,5	0,08852	-0,0298	-0,09982
1606	5573090	5716905,2	24,8	18,1	0,0478	0,01407	-0,03818
1607	5566893,2	5716269,1	16,7	3,2	0,00636	0,05195	0,02241
1608	5572579,9	5719818,3	-9,5	22,4	0,04399	-0,00222	-0,01263
1609	5573758,9	5719940	-2	-9,5	0,00131	-0,00476	0,03263
1610	5572600,6	5717584,5	24,2	11,9	0,02874	0,07195	-0,03634
1611	5570789	5715557,1	-1	-11,7	0,0167	0,01516	-0,00605
1612	5568696,4	5716918	-8,7	-18,4	-0,00793	0,00581	0,01632
1613	5567819,5	5716530,1	-3,5	14,3	0,02076	-0,02484	0,08628
1614	5571767,1	5720429,4	-13,3	-9,3	-0,00456	-0,01587	0,01763
1615	5567566,1	5714739	3,8	2,7	-0,01064	0,00529	-0,00149
1616	5568077,4	5719558	7,6	10,1	-0,03714	-0,02437	0,03422
1618	5572868,2	5715704,4	10,1	-17,9	0,07529	0,0206	0,01307
1619	5570282,9	5716464,8	7,2	-24,5	0,06203	0,04293	0,02597
1620	5571362,7	5719661,2	27,4	47,3	0,02736	0,15033	-0,01067
1621	5573869,9	5716775,3	4,3	20,2	0,00065	-0,00582	-0,01564
1622	5568901,1	5717578,5	-13,5	-48,8	0,11846	-0,01645	-0,0457
1623	5569967,9	5717519,2	21,6	14,7	0,03771	-0,01499	0,03902
1624	5574026,6	5716981,2	0,9	5,1	-0,03365	0,04854	0,02241
1625	5570999,9	5716665,6	-24,1	3,4	0,04675	-0,00898	0,02999
1626	5574586,6	5716046,2	19,5	35	0,00123	0,04298	0,01489
1627	5566504,7	5714828,9	16,5	-2,7	0,02673	0,02106	0,05874
1628	5566237,8	5715638,7	-2,4	-12,6	0,00961	0,00603	-0,00446
1629	5569596	5719199,2	-127,6	-66,2	-0,09842	-0,05288	-0,11739
1630	5573377,9	5720290,8	-7	2,8	0,02854	0,04242	-0,02624
1631	5568760,1	5717649,1	-40,5	-53,1	0,09091	0,05297	-0,06824
1632	5568052,6	5717560,6	-225,7	-30,9	-0,38879	-0,21966	-0,28548
1633	5574288,6	5718543,2	-8,3	10,4	-0,01999	-0,04812	-0,01735
1634	5571956,5	5717470,5	-14	23	-0,05772	0,20934	0,10723
1635	5571645,5	5719292,1	-24,7	14,6	-0,01539	0,01237	-0,01324
1636	5568010,4	5715987,7	7,9	9,8	-0,002	0,03088	0,01005
1637	5568150,8	5718149	-225,9	-55,3	-0,39757	-0,27045	0,03946
1638	5569685,4	5714814,3	7,4	1	0,01179	-0,03718	-0,08848
1639	5570164,4	5719676,9	-20,9	-36,1	0,08783	-0,01985	0,00493
1640	5570814,4	5719643,5	17,7	50	0,04532	-0,02901	0,01724
1641	5570452,5	5719482,7	3,1	-8,3	0,10307	-0,12907	0,03849
1642	5567011,8	5718330,5	-1,5	17,3	-0,00351	-0,09541	-0,03304
1643	5567329,9	5718097,5	-12,3	1,7	0,11489	0,00541	0,07422
1645	5570831,8	5719061,8	5,7	10,4	0,05695	-0,10749	-0,04255
1646	5573744,4	5718388,2	2,4	-5,8	-0,04206	0,0009	0,03242
1647	5568606,1	5714762	10,4	3	-0,00246	-0,01389	0,10653
1648	5570519,3	5716419,9	-13,6	-21,6	0,00954	0,04793	-0,00416
1649	5574061,5	5715380,8	-10	12	0,04686	-0,01348	0,00097
1650	5574118,4	5719268,9	-5,1	1,2	-2,00E-05	-0,05193	-0,01197
1651	5570041,2	5715019,6	14,6	11,2	0,05146	-0,10768	0,01574
1652	5571263,6	5715103,7	-4,2	2,6	0,01969	0,04464	-0,02362
1653	5566416,3	5720283,6	19,4	28,1	-0,02224	-0,06889	-0,04359
1654	5567596	5716444,6	-9,7	-3,3	0,01717	-0,11571	-0,02875
1655	5573721,4	5714866,9	-3,8	13,6	-0,02639	0,00682	-0,06266
1656	5570856,3	5718865,2	7,5	3,6	0,04308	-0,00915	-0,01506
1657	5570820,3	5717131,4	28,5	36,2	0,0899	0,00701	0,01833
1658	5574193,9	5716918	7,4	12,2	0,00174	0,11719	-0,04255
1659	5571238,3	5715275,2	-11,6	3,9	0,03935	-0,02225	-0,02906
1660	5569262,2	5716195,6	-54,6	1,5	-0,1765	0,15961	-0,0162
1661	5573407	5719458	4,3	-1,5	-0,00106	-0,01879	-0,06576
1662	5567281,1	5716874,2	8,6	-7,8	0,03306	-0,08816	-0,04527
1663	5573253,3	5718866,8	-1,7	-8,5	0,03858	0,02813	0,04176
1664	5566992	5717560,3	-4,3	-3	0,02851	0,02473	0,049
1665	5570275	5717618,3	20,5	36,5	-0,00829	0,03519	-0,05649
1666	5570524,9	5716664,5	10	26	0,01329	0,00739	-0,00778
1668	5574391,6	5718702	6,6	15,9	-0,03312	0,06481	0,01237
1669	5566504,7	5720326,4	4,4	24,7	-0,01216	-0,06092	-0,0202
1670	5569866,1	5715683,3	-14,8	-29,7	0,16329	-0,05897	0,02328
1671	5572723,2	5719273,3	6,6	-6,7	0,06334	-0,01157	-0,00582
1672	5570060	5715369,6	-18,2	-34,2	0,05942	0,02096	-0,01716
1673	5567035,9	5715445	15,9	2,7	-0,03167	0,06412	-0,03742
1674	5570091	5717962,1	-20,9	30,4	0,01709	-0,00782	-0,00915
1676	5570814,7	5718102,9	25,4	21,4	0,04843	-0,01757	-0,04306
1677	5566609	5716555	0,8	-19,5	-0,02249	-0,02756	-0,01899
1678	5567943,5	5715124,1	-1,3	-4	0,03275	-0,02468	0,05223
1679	5571758,4	5720246,8	-0,3	14,6	-0,01104	0,01387	0,01881
1680	5569667,3	5714744	-7	-7,3	0,00501	-0,03381	-0,08801
1681	5569083,4	5716514,1	-26,7	-20,3	-0,02987	0,04179	-0,14733
1682	5566574	5717898,2	-1	4,2	0,00456	-0,01499	0,00308
1683	5566664,6	5717072,1	6,2	-2,6	-0,01151	-0,03448	-0,0358
1684	5572677,4	5716282,5	-31,1	-34,7	0,07697	0,03438	0,00318
1685	5568466,8	5716906,2	-24,2	-18,4	0,00794	0,00374	-0,08795
1686	5573238,3	5719717,3	8,3	0,6	-0,02102	-0,05498	0,01129
1688	5571620,4	5714866,8	5,5	-25,2	-0,00715	0,0599	0,00184
1689	5566946,2	5715563,9	-5,5	-7,5	0,00419	0,04519	-0,01103
1690	5573610,8	5715252,2	10,8	14,8	-0,02229	0,07323	0,00924
1691	5568032,5	5715006,4	10,1	16	0,01889	0,02982	0,01609
1692	5570574,3	5720331,4	8,9	22,8	-0,01744	0,06394	-0,02206
1693	5569364,1	5717078,4	19,7	4,2	-0,07738	-0,11731	0,00531
1694	5566450,9	5716788,7	17,6	7,4	-0,01383	0,06196	-0,01303
1695	5568446	5718091,4	-143,4	-152,9	0,17903	-0,19234	0,18392
1696	5574316,2	5719223,6	1,6	17,4	0,00099	-0,03106	-0,0229
1697	5573992,4	5716061,7	3	9,5	0,01775	-0,00389	0,0188
1698	5570851,5	5716222,3	12,8	-1,8	0,01591	-0,00954	0,03459
1699	5568589,4	5715199,2	4,6	42	0,06447	-0,0313	0,08663
1701	5570106,7	5715454,9	-8,6	-34,2	0,0593	0,00784	-0,02109
1702	5567736	5719811,3	13,1	15,4	0,04081	0,04041	0,01997
1703	5571120,3	5719800,6	20,5	22,9	0,00535	0,04515	0,02133
1704	5566553	5716208,2	6,2	5,4	0,00234	0,01439	0,02544
1705	5571275	5720240,2	-11,2	4,6	-0,01541	-0,07179	0,00392
1706	5569416	5717080,2	-21	-44,5	-0,05629	-0,12312	-0,02844
1707	5567019,3	5720106,9	-13,8	-22,7	0,01606	0,00081	0,04629
1708	5568102,4	5718195,6	-244,3	-48,1	-0,4552	-0,21273	-0,00926
1709	5574674,6	5716417,4	4,3	15,6	-0,00444	0,01916	-0,01235
1710	5573800,4	5720331,8	11,4	3,7	-0,02337	-0,02227	0,02711
1711	5567423,8	5717729,9	-29,3	12,9	0,03824	0,01509	-0,03676
1712	5567192	5719197,1	9,1	5,7	-0,0045	-0,01064	-0,06551
1713	5567931,1	5714966,9	15,3	-2,4	0,02372	0,04426	0,04315
1714	5568561	5716412,6	-8,3	-13,9	0,0177	-0,01759	0,00689
1716	5567542,3	5716217	5,9	-0,8	0,01052	0,01924	0,00043
1717	5567388,8	5715570	13,3	-7,2	0,03292	0,09311	0,02921
1719	5567452,8	5716898,3	-16	9,1	0,06226	-0,01574	0,07137
1720	5568149,5	5716640,2	2,9	-37,3	-0,01409	0,03495	-0,04821
1721	5574241,2	5718551,6	3,1	33,2	-0,02201	-0,05336	-0,01312
1722	5568878,3	5715705,9	-77,5	51,4	-0,08789	-0,0951	0,18191
1723	5568601,9	5714902,3	10,7	5	-0,00653	0,05432	0,09499
1724	5573493,4	5718870,5	8,9	0,6	0,07928	-0,00877	0,07688
1725	5567472,5	5716224,6	0,5	0,9	0,00968	0,02508	0,01633
1726	5567872,5	5717544,8	-155,4	25,6	-0,19663	0,00565	0,35395
1727	5566595,3	5717913,9	-3,5	-11,4	0,00707	-0,0131	0,01721
1728	5571217,5	5716062,7	-3,3	22,8	0,07405	0,01873	0,03933
1729	5572137,5	5715296,4	-43,2	-0,4	-0,07723	-0,12384	0,07866
1730	5572778,5	5716527,6	-12,1	-8,1	0,05023	-0,0514	-0,0267
1731	5571082,7	5715529,2	8,8	-1	-0,03143	0,04105	-0,04768
1732	5572822,1	5714947,1	1,4	-4,5	0,035	-0,01587	0,05244
1733	5571375	5717805,8	-9,4	25,7	-0,04744	0,11341	0,00383
1734	5570317,1	5716638	-9,1	-24,3	0,08123	0,03554	-0,00573
1735	5569932,2	5718912,4	-36,8	-40,5	0,01885	0,01016	-0,06739
1736	5572168,7	5716458,2	-42,4	-35,5	-0,04452	-0,00102	-0,05027
1737	5566516,3	5715009,3	4,6	9	0,01229	0,02656	0,02828
1738	5566851,1	5716241,6	9	5,3	0,00493	0,06409	0,01121
1739	5574583,4	5719629,9	2,4	4,5	-0,01373	-0,00127	-0,03013
1740	5570811,6	5719713,5	16,1	41,1	0,03201	-0,01051	-0,00169
1741	5567531,2	5715033,5	-1,6	6,9	-0,00975	0,04723	0,09047
1742	5571013,2	5720256,7	-13,4	17,7	-0,00707	-0,12647	-0,04982
1743	5572277,1	5714744,9	6,1	4,2	0,0161	0,09163	0,00043
1744	5568493	5718008,8	-109,7	-130,1	0,22444	-0,18275	0,17865
1745	5570648,3	5720039,5	-6,2	13,8	-0,03289	-0,04677	0,00053
1746	5571923,7	5714840,1	-8,6	2,1	0,00274	0,06234	0,02353
1747	5571548,7	5718915,5	-18,9	74,1	0,05071	0,12917	-0,03258
1748	5572159,5	5719511,6	0,1	30,7	-0,0252	0,07468	0,10351
1749	5572654	5715837,5	-14	-14,6	0,07593	-0,00534	0,00767
1750	5568683,4	5714880	-2,9	-20,7	0,02522	0,02157	0,08856
1751	5568909,8	5718859,2	-22	-10,2	0,02412	-0,06994	0,04995
1752	5568548,9	5718676,4	-4,8	-4,7	0,03159	0,10326	0,07426
1754	5573906,2	5719338,6	-9	-1,9	-0,02152	-0,09868	0,04259
1755	5566615,5	5719948,4	19,9	6,1	-2,00E-05	0,02945	-0,00336
1756	5570942,9	5715130,1	8,1	5,7	0,01053	0,00843	0,0104
1757	5568470,1	5715236,9	-1,4	6,4	0,05594	-0,06728	0,07999
1758	5566489,8	5715874,3	16,3	1	-0,00432	-0,0001	-0,0034
1759	5569376,5	5719505	-158	20,8	-0,27077	-0,28862	-0,05704
1760	5567055,7	5717316,2	14,2	0,3	0,01477	0,06486	0,00518
1761	5571514,2	5715109,7	25,7	31,9	0,01667	0,01277	0,04011
1762	5573189,3	5717451,6	5,6	5,7	0,03976	-0,01789	-0,0474
1763	5571559,4	5718307,4	-46,6	85,6	0,06934	-0,05571	0,13958
1764	5571508,7	5714785,2	12,4	9,7	0,01147	0,07809	0,03229
1765	5571657,1	5720120,8	-4,5	-8,5	0,00058	-0,00805	0,00206
1766	5569341,5	5715767,4	-186,2	-102	-0,20694	-0,3299	-1,10E-01
1767	5573831	5717306,4	-31,2	-44,6	-0,00658	-0,05676	-0,003
1768	5566426,9	5718240,9	-0,8	-3,2	0,04795	0,0911	0,03055
1769	5569891,4	5719075,3	-58,2	-47,5	0,04454	0,03467	-0,05116
1770	5571470	5716865,1	-50,7	60,2	-0,04032	-0,0904	0,09795
1771	5572304,3	5715429,9	-30,5	0,2	-0,06024	-0,24809	-0,06759
1772	5570138,2	5714937,5	-2,8	-15,8	0,05806	-0,09536	-0,00356
1773	5567430,9	5718241,6	-5,2	16,5	0,07091	-0,0391	-0,00192
1774	5574694,5	5719508,5	1,9	-7	-0,0072	-0,01028	-0,04059
1775	5572128,4	5717384,6	-13,6	-12,1	-0,05231	0,11828	0,06688
1777	5573375,9	5718654,9	-10,9	3,5	0,08628	-0,01198	-0,0035
1778	5567906,4	5715492,7	5,2	13	-0,00338	-0,03234	0,01794
1779	5570339	5719640,3	-21,8	-17,7	0,13993	0,01767	0,04774
1780	5573398,2	5714953,5	11,1	2,4	0,0089	0,02708	-0,02649
1781	5567343,1	5715329,6	17,9	-20,6	0,00833	-0,04443	0,0038
1782	5570401,2	5718963,3	25,2	9,5	0,05687	0,03711	-0,03134
1783	5573181,4	5716880	5	7,4	0,06101	0,01793	-0,04268
1784	5566870,1	5717341,6	21,4	14,1	-0,00509	0,0058	0,01181
1785	5570374,4	5715581,1	-2,2	-15,7	0,05749	-0,05173	0,03357
1786	5567910,6	5718963,7	-3,2	-5,7	-0,07697	0,12071	-0,04941
1787	5568543,5	5720167,4	-19,7	-26,7	0,01469	0,04564	0,00663
1788	5566389,7	5718266,3	4,7	-11,5	0,03658	0,07212	0,02083
1789	5572009,9	5720340,1	-2,1	7,6	0,00794	0,0634	0,03078
1790	5569500,2	5720372,3	1,9	0,6	-0,01927	0,12388	0,01352
1791	5569201,5	5718899,8	-39,4	3,3	-0,02593	0,1245	0,12732
1792	5574176,7	5716204,1	2,1	12,4	0,00841	0,11353	0,0624
1793	5569526,9	5716166,2	-43,2	-68,3	0,06505	0,06821	0,1777
1794	5568620,1	5719656,2	1,6	28,9	0,01148	-0,03671	0,00453
1795	5572762,4	5719776,4	-5,3	2,2	0,06002	-0,05302	-0,01803
1796	5568533,5	5719086	-19	1,5	0,00815	-0,02605	-0,04473
1797	5571728	5716559,1	-79,4	32,9	-0,14733	-0,08473	0,0307
1798	5569851,5	5718342,5	15,4	-11,7	0,02748	0,06214	0,03377
1799	5568713,7	5715469,6	-23,3	33,6	-0,01805	-0,03527	0,1761
1800	5573874	5715023,4	-3,6	28,9	0,05163	0,07349	-0,04158
1801	5567508,7	5716394	-3,9	6,9	-0,00701	-0,03501	-0,00692
1802	5566320,5	5715118,3	32,9	-6,4	0,01023	0,01659	0,0481
1803	5571043,8	5716961	-19,2	30,1	0,02408	-0,04094	-0,05969
1804	5570591,2	5715236,5	-0,1	-12,5	0,0167	-0,00961	0,02073
1805	5567314,2	5716565,6	-9,4	-3	0,01583	0,00188	-0,00399
1806	5566890,2	5719690,5	-13,5	-7,9	-0,02675	-0,02187	-0,05761
1808	5570996,4	5719920	32,6	37,4	-0,00759	0,08196	0,04636
1809	5574478,1	5717861,5	5,8	3,3	-0,00642	-0,01439	0,0037
1810	5571296	5717350,1	-13,4	40,3	8,00E-05	0,04195	0,0768
1811	5570641,8	5716282,6	0,9	-1,4	0,00984	0,04276	-0,01875
1812	5573224,9	5720094,2	6,2	9,1	0,02023	0,00164	0,02208
1813	5567673,5	5719892,4	20,8	22,2	0,03251	0,07942	0,01091
1814	5572076,5	5716139,8	-30	-27,6	-0,04513	0,07233	-0,02463
1815	5573751,6	5716460	29,4	30	0,0487	0,07272	0,05174
1816	5566588,6	5717399,4	-6,7	-7,9	-0,01184	-0,00946	-0,05711
1817	5572210,1	5720346,6	-13,8	4,5	-0,01487	0,05945	0,055
1818	5574634,6	5719833,6	-14,1	-3,8	-0,0145	-0,01626	-0,01278
1819	5566491,1	5715911,9	19,3	2,1	0,00391	0,01259	0,00202
1820	5568758,4	5716148,9	-7,3	17,9	-0,01923	0,06096	-0,0072
1821	5569103,2	5719574	-79,9	59,5	-0,07552	-0,16754	0,08086
1822	5567947	5715967,9	16,2	8	0,00133	0,06602	0,02702
1823	5570072,3	5714970,1	1	-1,9	0,05343	-0,11674	0,0212
1824	5567852	5718757,2	-5,1	-3,7	-0,15965	0,09866	-0,0449
1825	5570618	5715001,7	11,8	-6,7	0,00716	0,01932	-0,01597
1826	5568405,7	5719264,3	24,3	51,1	-0,05102	0,01816	-0,06925
1827	5570102,9	5714827,7	-4,7	-9,2	0,06838	-0,01559	0,00559
1828	5566529,6	5717034,5	8,9	-5,8	0,0104	-0,00461	0,01678
1829	5569896,1	5718606,5	-13,1	-6,7	0,01734	0,04188	0,00442
1832	5566527,6	5718976,7	7,5	30,5	0,02801	0,07686	0,03981
1833	5569947	5719911	-6,6	1,7	0,08427	0,10471	0,12562
1834	5570531	5717252,2	-3,4	34,9	0,05135	-0,04199	-0,0551
1835	5571529	5717978,6	-12,1	48,6	-0,00909	0,0304	0,0515
1836	5566953	5719376,4	-2	2,3	-0,02332	-0,04648	-0,04134
1837	5570431,7	5719276,1	1,9	-14,9	0,03786	-0,05246	-0,06755
1838	5573837,2	5718487,8	-29,7	-6,1	-0,05026	-0,01083	-0,00297
1839	5568883,3	5719464,9	-35,9	42,7	0,04254	-0,03118	0,00359
1840	5567421,8	5715569,2	16,1	-3,7	0,02429	0,08108	0,02466
1841	5572278,9	5719046	-56	7,5	-0,01533	0,12193	0,15876
1842	5571147,3	5719505,8	13,4	31,6	-0,01949	0,04809	-0,09356
1843	5569226,5	5716181,8	-49,8	-3,9	-0,1962	0,18566	-0,03418
1844	5570520,6	5716400	-8,9	-4,9	0,00831	0,05189	-0,01268
1845	5568355,8	5718800,9	-40,6	-13,8	0,01348	0,04531	0,11368
1846	5574628,2	5716407,6	25,3	42	-0,00349	0,01269	-1,35E-02
1847	5568405,1	5717729	-142,3	-123,3	0,17835	-0,10479	0,05193
1848	5572293,9	5719057,9	-47,7	-0,2	-0,01255	0,12379	0,16558
1849	5572779,6	5717914,7	-9,1	17,9	0,0496	0,00421	-0,03175
1850	5567971,6	5715487,8	5	2,8	-0,03826	-0,04555	-0,01053
1851	5573056,2	5717358,2	11,5	2,5	0,01122	-0,02453	0,02706
1852	5574452,8	5720509,2	-19,7	-7,3	-0,00289	0,07245	0,05501
1853	5568028,5	5716160,3	1,1	-10,1	-0,00118	-0,03288	-0,03176
1854	5570088,1	5718441,7	-5,2	-5,9	0,03301	0,0455	-0,01017
1855	5568426,7	5720045,1	-10,9	30,4	0,03438	0,01574	-0,05328
1856	5573804,5	5719624,5	-6,8	13,1	-0,04177	-0,02101	-0,03701
1857	5571958,9	5718669,4	-154,4	54	-0,27999	-0,10828	-0,06836
1858	5572470,8	5715952,9	-3	-17,8	0,00432	0,05122	-0,05195
1859	5571560	5719741,2	21	44,9	-0,04408	0,11156	0,01807
1860	5566299,4	5718177,7	-3,5	-5,1	0,0024	0,03201	-0,04627
1862	5572105,2	5716566,1	-73,7	-37,5	-0,03115	-0,0829	-0,05577
